2025-12-12 09:37:15,401 | INFO | Connecting → ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:37:06,725 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:37:06,726 | WARNING | Disconnected → reconnecting...
2025-12-12 10:37:11,730 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:37:11,730 | INFO | Websocket connected
2025-12-12 10:37:11,730 | INFO | WebSocket connected
2025-12-12 10:37:41,898 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:37:41,898 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:37:41,904 | WARNING | Disconnected → reconnecting...
2025-12-12 10:37:46,909 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:37:46,916 | INFO | Websocket connected
2025-12-12 10:37:46,917 | INFO | WebSocket connected
2025-12-12 10:37:47,021 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:37:47,023 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:37:47,023 | WARNING | Disconnected → reconnecting...
2025-12-12 10:37:52,038 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:37:56,079 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:37:56,079 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:37:56,080 | WARNING | Disconnected → reconnecting...
2025-12-12 10:38:01,090 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:38:05,156 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:38:05,158 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:38:05,158 | WARNING | Disconnected → reconnecting...
2025-12-12 10:38:10,163 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:38:14,229 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:38:14,229 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:38:14,229 | WARNING | Disconnected → reconnecting...
2025-12-12 10:38:19,248 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:38:23,322 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:38:23,322 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:38:23,322 | WARNING | Disconnected → reconnecting...
2025-12-12 10:38:28,339 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:38:32,431 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:38:32,432 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:38:32,432 | WARNING | Disconnected → reconnecting...
2025-12-12 10:38:37,581 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:38:41,655 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:38:41,656 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:38:41,656 | WARNING | Disconnected → reconnecting...
2025-12-12 10:38:46,705 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:38:46,707 | INFO | Websocket connected
2025-12-12 10:38:46,707 | INFO | WebSocket connected
2025-12-12 10:39:07,876 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:39:07,876 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:39:07,876 | WARNING | Disconnected → reconnecting...
2025-12-12 10:39:12,903 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:39:12,917 | INFO | Websocket connected
2025-12-12 10:39:12,917 | INFO | WebSocket connected
2025-12-12 10:39:13,064 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:39:13,064 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:39:13,064 | WARNING | Disconnected → reconnecting...
2025-12-12 10:39:18,070 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:39:22,136 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:39:22,138 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:39:22,139 | WARNING | Disconnected → reconnecting...
2025-12-12 10:39:27,155 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:39:31,218 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:39:31,218 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:39:31,218 | WARNING | Disconnected → reconnecting...
2025-12-12 10:39:36,235 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:39:38,263 | INFO | Websocket connected
2025-12-12 10:39:38,265 | INFO | WebSocket connected
2025-12-12 10:39:38,426 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:39:38,429 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:39:38,429 | WARNING | Disconnected → reconnecting...
2025-12-12 10:39:43,436 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:39:47,493 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:39:47,493 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:39:47,493 | WARNING | Disconnected → reconnecting...
2025-12-12 10:39:52,502 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:39:53,531 | INFO | Websocket connected
2025-12-12 10:39:53,531 | INFO | WebSocket connected
2025-12-12 10:39:53,669 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:39:53,677 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:39:53,677 | WARNING | Disconnected → reconnecting...
2025-12-12 10:39:58,696 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:40:00,229 | INFO | Websocket connected
2025-12-12 10:40:00,229 | INFO | WebSocket connected
2025-12-12 10:40:00,406 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:40:00,406 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:40:00,406 | WARNING | Disconnected → reconnecting...
2025-12-12 10:40:05,415 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:40:09,487 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:40:09,487 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:40:09,487 | WARNING | Disconnected → reconnecting...
2025-12-12 10:40:14,496 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:40:18,602 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:40:18,602 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:40:18,603 | WARNING | Disconnected → reconnecting...
2025-12-12 10:40:23,615 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:40:27,698 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:40:27,699 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:40:27,702 | WARNING | Disconnected → reconnecting...
2025-12-12 10:40:32,716 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:40:36,774 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:40:36,776 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:40:36,776 | WARNING | Disconnected → reconnecting...
2025-12-12 10:40:41,784 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:40:45,882 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:40:45,883 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:40:45,883 | WARNING | Disconnected → reconnecting...
2025-12-12 10:40:50,887 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:40:54,946 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:40:54,947 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:40:54,948 | WARNING | Disconnected → reconnecting...
2025-12-12 10:40:59,965 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:41:04,016 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:41:04,016 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:41:04,017 | WARNING | Disconnected → reconnecting...
2025-12-12 10:41:09,024 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:41:13,099 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:41:13,100 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:41:13,101 | WARNING | Disconnected → reconnecting...
2025-12-12 10:41:18,114 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:41:22,180 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:41:22,181 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:41:22,183 | WARNING | Disconnected → reconnecting...
2025-12-12 10:41:27,199 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:41:31,247 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:41:31,248 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:41:31,248 | WARNING | Disconnected → reconnecting...
2025-12-12 10:41:36,260 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:41:38,286 | INFO | Websocket connected
2025-12-12 10:41:38,288 | INFO | WebSocket connected
2025-12-12 10:43:36,095 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:43:36,095 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:43:36,100 | WARNING | Disconnected → reconnecting...
2025-12-12 10:43:41,118 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:43:41,126 | INFO | Websocket connected
2025-12-12 10:43:41,129 | INFO | WebSocket connected
2025-12-12 10:43:41,160 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:43:41,161 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:43:41,162 | WARNING | Disconnected → reconnecting...
2025-12-12 10:43:46,187 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:43:50,258 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:43:50,258 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:43:50,259 | WARNING | Disconnected → reconnecting...
2025-12-12 10:43:55,415 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:43:59,458 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:43:59,458 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:43:59,459 | WARNING | Disconnected → reconnecting...
2025-12-12 10:44:04,524 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:44:08,573 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:44:08,573 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:44:08,573 | WARNING | Disconnected → reconnecting...
2025-12-12 10:44:13,587 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:44:17,607 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:44:17,607 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:44:17,607 | WARNING | Disconnected → reconnecting...
2025-12-12 10:44:22,690 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:44:26,757 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:44:26,757 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:44:26,758 | WARNING | Disconnected → reconnecting...
2025-12-12 10:44:31,770 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:44:31,770 | INFO | Websocket connected
2025-12-12 10:44:31,786 | INFO | WebSocket connected
2025-12-12 10:44:55,711 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:44:55,711 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:44:55,711 | WARNING | Disconnected → reconnecting...
2025-12-12 10:45:00,727 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:45:00,742 | INFO | Websocket connected
2025-12-12 10:45:00,742 | INFO | WebSocket connected
2025-12-12 10:45:58,436 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:45:58,436 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:45:58,436 | WARNING | Disconnected → reconnecting...
2025-12-12 10:46:03,455 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:46:03,469 | INFO | Websocket connected
2025-12-12 10:46:03,470 | INFO | WebSocket connected
2025-12-12 10:46:09,870 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:46:09,870 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:46:09,870 | WARNING | Disconnected → reconnecting...
2025-12-12 10:46:14,884 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:46:14,889 | INFO | Websocket connected
2025-12-12 10:46:14,891 | INFO | WebSocket connected
2025-12-12 10:46:14,929 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:46:14,930 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:46:14,930 | WARNING | Disconnected → reconnecting...
2025-12-12 10:46:19,947 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:46:24,028 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:46:24,029 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:46:24,029 | WARNING | Disconnected → reconnecting...
2025-12-12 10:46:29,035 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:46:33,100 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:46:33,100 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:46:33,100 | WARNING | Disconnected → reconnecting...
2025-12-12 10:46:38,117 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:46:38,133 | INFO | Websocket connected
2025-12-12 10:46:38,134 | INFO | WebSocket connected
2025-12-12 10:46:38,282 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:46:38,285 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:46:38,286 | WARNING | Disconnected → reconnecting...
2025-12-12 10:46:43,400 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:46:47,451 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:46:47,452 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:46:47,452 | WARNING | Disconnected → reconnecting...
2025-12-12 10:46:52,516 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:46:56,567 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:46:56,567 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:46:56,567 | WARNING | Disconnected → reconnecting...
2025-12-12 10:47:01,576 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:47:05,634 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:47:05,634 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:47:05,634 | WARNING | Disconnected → reconnecting...
2025-12-12 10:47:10,663 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:47:14,728 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:47:14,728 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:47:14,731 | WARNING | Disconnected → reconnecting...
2025-12-12 10:47:19,750 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:47:21,808 | INFO | Websocket connected
2025-12-12 10:47:21,810 | INFO | WebSocket connected
2025-12-12 10:49:30,267 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:49:30,267 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:49:30,269 | WARNING | Disconnected → reconnecting...
